Cell type	c01_Malignant	c02_Malignant	c03_Malignant	c04_Malignant	c05_Malignant	c06_Fibroblast	c07_Fibroblast	c08_Fibroblast	c09_Fibroblast	c_10Macrophage	c11_Macrophage	c12_Macrophage	c13_Macrophage	c14_DC	c15_DC	c16_B cells	c17_T cells	c18_Erythrocytes
UBASH3B	0	0.041010435	0.056015501	0.211440964	0.066356384	0.202567141	0	0.042410002	0.136006259	0.22975919	0.269057072	0.080378622	0.12297475	0	0	0.086779779	0.251139604	0
CRTAM	0	0.056767683	0.02543654	0.017023623	0.006521518	0.075854999	0	0	0.03685608	0.094768435	0.063820173	0.12034511	0.063433469	0	0.059144373	0.044994573	0.802769022	0
HSPA8	3.616638447	4.857868673	4.718909535	4.989391893	5.629466876	6.404261908	5.704961681	5.392342546	6.417404943	4.644992146	2.734877623	3.915929813	2.565611572	3.804807673	4.359916174	3.843627783	4.285344451	5.558123359
AP000783.1	0	0.008664451	0.012159199	0	0.017832544	0	0	0.003671284	0.007920425	0.03901816	0.067016068	0	0.014271666	0	0	0.011991752	0.055534968	0
VWA5A	0.800879436	0.737112075	0.202946244	1.819353972	0.633585005	0.874992033	0.199354878	0.53134322	0.704346781	0.236737244	0.035046178	0.284477582	0.136083435	0	0.113944253	0.37416289	0.195682615	0.570283116
TBRG1	0	0.831432266	0.841088071	0.813055163	0.752822959	1.007782208	0.106266203	0.735855218	0.975697909	0.521153034	0.37836611	0.549194781	0.287844786	0.787680143	0.60295874	0.649582102	0.37267223	0.707109815
SIAE	0.223362448	0.225445107	0.098195753	0.054718059	0.092494153	0.386051723	0.093682523	0.461324772	0.76612037	0.04384607	0.032954943	0.083548632	0.064604277	0	0	0.179238352	0	0.167232615
SPA17	1.240588375	0.616374505	0.352840305	0.442386388	0.327923461	0.511494226	0.522039601	0.390629617	0.804607391	0.099163274	0	0.384336322	0.115260893	0	0	0.11168824	0.022182786	0.229447258
NRGN	0	0.048369234	0.010726713	0.098395629	0.0679494	0.103591748	0	0.09993135	0.17079691	0.175079287	0.107536843	0.5534892	0.083943091	0	0	0.009341726	0.026771049	0.381874601
VSIG2	0	0.028810276	0.034736693	0.113154707	0.063887003	0.287050118	0.05544103	0.362103557	0.392051882	0.012780787	0	0	0.001503685	0	0	0	0	0.100201476
ROBO3	0	0.032948031	0.009598616	0.388933432	0.169715064	0.754925897	0	0.445537365	0.857100493	0.045756534	0.063163006	0.031269503	0.016798488	0	0.112222483	0	0.055992933	0.121172671
SLC37A2	0	0	0.045307154	0.097149593	0.012218632	0.021272587	0	0.025947965	0.109397323	0.328976584	0.175083348	0.243267865	0.306746911	0.191257793	0	0	0	0
TMEM218	0	0.62288343	0.579349036	0.717342293	0.584624426	1.333865535	0.241850222	0.741896875	0.911645201	0.514365583	0.346728446	0.657458551	0.294624484	0.794892018	0.581553475	0.814625537	0.608198316	0.899162656
FEZ1	0	0.029985469	0.046577195	0.398759436	0.319576966	1.914081641	1.318093611	1.636764819	1.476837237	0.031795082	0.030298445	0.049381494	0.035373384	0	0	0	0	0
EI24	2.742384659	3.146155062	2.719745556	3.255569837	2.562745016	3.559463329	2.038918813	3.49292949	3.981561624	1.111643775	0.479244972	1.026903031	0.571904741	0.928773688	0.249077439	2.430272631	0.885921392	1.481583799
STT3A	0.553165546	0.691400339	0.643301435	0.71325288	0.667551457	1.198909123	0.31967907	0.749945103	1.269719672	0.249824366	0.119947602	0.135479659	0.07100821	0.362751684	0.185447426	1.606396138	0.108666823	0.70293927
CHEK1	0.276325769	0.366381227	0.223820269	0.986327305	0.302210298	0.535485651	0.200421712	0.26719568	0.61836608	0.034101555	0.077840459	0.125421589	0.008974713	0	0	0.525607251	0.386123741	0.915274678
HYLS1	0	0.540635334	0.170675219	0.691659568	0.562217121	0.735318873	0.092675212	0.306311983	0.393921324	0.059807892	0	0.1253346	0.060528292	0.386812716	0.24551394	0.422506601	0.201243251	0
PUS3	0.273300942	0.43986408	0.285290003	0.527385492	0.526174844	0.712903221	0	0.389083414	0.583980723	0.175959906	0.070033268	0.207327167	0.072869525	0	0.358831001	0.513925442	0.247068759	0.64031205
CDON	0	0.015403778	0.099539406	0.231214296	0.08715663	0.201446496	0.194659899	0.594634854	0.889802992	0.009123332	0	0	0.009525681	0	0	0	0	0
RPUSD4	0	0.386043095	0.258954563	0.444863509	0.549897373	0.561182244	0.674191616	0.260785485	0.431949891	0.159376061	0	0.103343151	0.06195415	0	0.185487416	0.287297583	0.337550205	0.99298092
FAM118B	0.375596721	0.694933577	0.388754631	1.101325556	0.930439317	1.073720975	0.272619862	0.563878883	1.028462558	0.364901235	0.134065805	0.313754451	0.191553228	0.541721894	0.481353763	0.610143686	0.18563471	0.45532588
SRPR	0.216469018	1.412201119	0.807225945	0.751936606	1.069353464	1.383430826	0.57103532	1.011079558	1.692141769	0.539501292	0.297857758	0.360510522	0.172590407	0.558130208	0.380297047	2.212879232	0.501599658	0.968246798
FOXRED1	0	0.74076069	0.408074837	0.654430434	0.690371826	0.540930155	0.249583176	0.365035655	0.862711763	0.290203403	0.069625663	0.182180817	0.141233274	0.159282463	0	0.939726493	0.310490421	0.846137406
TIRAP	0	0.024420299	0.010726713	0.0839846	0.078009725	0.170140489	0.0965281	0.068157266	0.130280992	0.050187196	0.034335273	0	0.034555679	0	0.042707624	0.117383279	0	0.15414373
DCPS	0	1.053336069	0.516391125	1.057680665	0.922127549	0.897299616	0.528969799	0.657712581	1.122960753	0.493209309	0.314190854	0.404102919	0.196973215	1.117711212	0.652478528	2.889955574	0.742430833	1.19588094
ST3GAL4	0	0.573034015	0.313877879	0.618893755	0.637259939	1.03095382	0.187409107	0.284920241	0.490884231	0.08024307	0.043691792	0.147857125	0.030278074	0.386935486	0.268238801	0.026836542	0.129785276	0.76135643
ETS1	0	0.15047933	0.137648088	0.166979656	0.051435164	0.134508091	0	0.057454737	0.088387655	0.06186863	0.069867632	0.053745496	0.014866757	0	0.05846164	0.119347773	0.350726683	0.116375606
FLI1	0.216914481	0.046828849	0.017668494	0	0.026830379	0.089185639	0.181167294	0.103291345	0.143883553	0.270446573	0.112135166	0.403648398	0.162742245	0.571862592	0.176752833	0.541906775	0.584994723	0.095665425
SENCR	0	0.017354184	0	0.026113248	0.026038229	0.034860897	0	0.027333611	0.044831457	0.135962813	0.108630709	0.257389309	0.089231997	0.169904633	0.203498257	0.189012956	0.082233634	0
KCNJ5	0	0	0.013714809	0.137816775	0.054160055	0.030158865	0.096541152	0.002028209	0.005463209	0.052750162	0	0.1190087	0.109349534	0	0	0.010326078	0	0
C11orf45	0	0.01873439	0.011111965	0.023393979	0.043099171	0.020732893	0.090993017	0.027432196	0.055092121	0.06524908	0	0.094327694	0.067626629	0	0	0	0	0
NFRKB	0	0.641567923	0.293876241	0.383118411	0.304519656	0.392847278	0.122701044	0.250315687	0.295462363	0.179295397	0	0.057186975	0.07528452	0.202716927	0.276501643	0.194780442	0.146938184	0.042073366
APLP2	1.540941563	3.692405882	3.436229883	3.026669323	2.297107647	4.236768823	1.303803639	4.324466613	4.839849807	4.35188511	4.364289774	4.20191113	4.12101587	1.7591707	0.570588176	0.629862352	0.350405038	2.425506098
ST14	0.767427141	2.531845426	1.803010045	1.373590368	0.752189874	0.376246728	0	0.101364142	0.407342013	0.919049258	0.447345503	0.431442546	0.338157368	0.365108661	0.042707624	0.080380168	0.020650778	0.131647296
ZBTB44	0	0.512438418	0.52260552	0.296397557	0.258774987	0.36608695	0.064515834	0.216870996	0.202203316	0.070913297	0.073749079	0	0.030989518	0.529564532	0	0.175271728	0.311760298	0.667491568
SNX19	0	0.510102521	0.312715115	0.065290682	0.218566773	0.398007331	0.223576851	0.239573983	0.399357283	0.113382391	0.118545113	0.062698313	0.071732035	0.186712969	0.066619202	0.147108705	0.02636394	0.100201476
NCAPD3	0	0.416867761	0.380100622	0.457672177	0.232588469	0.210241859	0	0.103294143	0.248280503	0.104560409	0	0.263311306	0.049029516	0	0	0.339545525	0.237890181	0.58212961
VPS26B	0	0.541499594	1.015635936	0.762591817	0.650463509	1.175596334	0.65601658	0.795004806	1.245088418	0.374691972	0.159290712	0.434276556	0.236489937	0.673123485	0.249444104	0.517374357	0.124602306	0.397015099
THYN1	0.561930306	1.679786536	1.334098249	3.009645295	2.719977316	2.720808863	0.88005442	2.07664514	2.640832723	0.997328625	0.553027697	1.088636751	0.642899623	1.572585747	0.942111773	1.156844748	1.345320929	2.402941966
ACAD8	0	0.341016138	0.448406124	0.69759441	0.674097187	0.637906584	0.383198085	0.457201347	0.925171083	0.231979763	0.318272219	0.173907835	0.130743325	0.339852259	0	0.56272742	0.254380982	0.527328184
RP11-598F7.3	0	0	0	0	0	0	0.106014824	0.047997658	0.008730257	0.237324843	0.102591122	0.263685065	0.695098332	0.209288861	0	0.012424373	0	0
KDM5A	0.708291592	1.55731172	0.985451952	0.530944502	0.794504716	0.936704886	0	0.528748952	0.83653553	0.34969113	0.277898598	0.272844381	0.182481089	0.244944381	0.515215828	0.30927636	0.574833852	0.302352915
CCDC77	0.49324025	0.413528812	0.155958905	0.256672726	0.303791268	0.167382929	0	0.093162845	0.181567545	0.052200237	0	0.054087142	0.028112217	0	0.131733959	0.117462884	0.124255487	0.273168977
NINJ2	0.349274525	1.004578725	0.432726038	0.331078956	0	0	0	0.028961706	0.077920672	0.454976175	0.389422822	0.434445599	0.389283003	0.720845546	0.175963557	0.303873047	0.225272695	0.395078511
RP11-218M22.1	0	0.203094781	0.232648743	0.174724571	0.158626892	0.047470255	0	0.050287874	0.056685255	0.049711642	0.032237085	0.021962307	0.0404636	0	0.141408041	0.060145962	0.113033229	0
WNK1	0.646496683	1.980445869	1.974252411	0.554409178	0.874422113	0.868676089	0.092846309	0.693615909	0.734453224	0.572777605	0.362463852	0.521092553	0.36282572	0.711408685	0.512027967	0.271466098	0.541839125	1.041270006
ERC1	0	0.872288783	0.582407459	0.144436772	0.325621442	0.419940539	0	0.213850992	0.346459056	0.132413701	0.077511262	0.220761088	0.089500589	0.188480665	0	0.16401558	0.071891498	0.407095111
ADIPOR2	0	1.072524322	1.349475649	0.812956522	0.809274686	0.612945822	0.189444001	0.428656437	0.639018527	0.307543742	0.335029371	0.208858963	0.164052881	0.349923763	0.117155873	0.258579704	0.138653577	0.661526118
CACNA2D4	0	0.043872568	0.032707625	0.026113248	0.035019678	0.053406129	0	0.049327056	0.087464467	0.406000724	0.132290185	0.218150108	0.252566625	0	0	0.050244861	0.061934521	0
DCP1B	0	0.461610951	0.232933464	0.317804031	0.564260633	0.595698311	0.202362657	0.419490074	0.463256313	0.094379075	0	0.080991102	0.032980242	0	0	0.114989619	0.05012543	0.312242207
FKBP4	2.599952747	3.4177971	3.990342291	2.145063467	1.803855978	1.393194294	1.026060375	0.939655401	2.044092523	0.878497771	0.688683655	0.418750857	0.263849135	0.865618007	0.061730896	0.943794412	0.385304276	2.942538708
ITFG2	0	1.311970099	0.847769581	0.257409562	0.462785963	0.566045688	0.180920938	0.320680067	0.479515765	0.166214208	0.170352678	0.154966815	0.083604527	0.371188532	0.340665772	0.886829969	0.410087474	0.300667057
FOXM1	0.568251763	0.84636461	0.505784655	0.365724452	0.097030766	0.538840486	0	0.094184913	0.182372325	0.010212644	0.07337928	0.467957803	0.007425086	0	0	0.328556656	0.206377765	0.805641539
RHNO1	0.49172206	2.077510816	1.012280499	2.046524596	1.051020568	1.392958943	0.571139058	0.817651701	1.022892814	0.37581396	0.276130411	0.461519891	0.279226311	0.373173871	0.473963359	0.567434328	0.763648349	1.441487901
TULP3	0.49324025	0.728018151	0.655194915	1.070868044	0.859916018	0.704310848	0.326526013	0.52250616	0.602057424	0.049076825	0.032315584	0	0.033161568	0	0.117701028	0.117703295	0.103487866	0.296061766
TEAD4	0.483335935	2.023726489	1.059208188	0.581733365	1.36653505	0.911212593	0.314358313	0.578984764	0.822588251	0.012138704	0.0742321	0.030504206	0.00418875	0	0	0.043431592	0	0.107142995
TSPAN9	0	0.998251148	0.462677399	0.598781597	0.475852102	0.589799311	0.163622269	0.542654008	0.5745204	0.008495893	0	0.025032537	0.007343607	0	0	0.008472547	0	0
PARP11	0	0.202092473	0.203443599	0.351821028	0.29578498	0.41091575	0	0.182020883	0.253699767	0.141760945	0.07119366	0.164722887	0.074039162	0.465024958	0.246444675	0.1046434	0.21305397	0.142390328
CCND2	0	0.144675595	0.078413102	0.278902481	1.459995457	0.396576413	0	0.803768149	0.672870705	0.163191497	0.147647015	0.102184272	0.018070428	0.80534762	0.622336162	3.555021244	0.760487054	1.611440722
C12orf5	0	0.967749497	0.641980884	0.912297378	0.949821257	1.213124848	0.540705843	0.884272068	1.136833892	0.872435463	0.777629176	0.53978436	0.485137258	1.47891803	0.941649114	0.389485861	0.271884386	0.336398314
FGF23	0	0.013573965	0.047709247	0.040376088	0.093095607	0	0.026159892	0.008419573	0	0	0	0.030404923	0.006438566	0.196130818	0.057408301	1.049295267	0.023095261	0.100201476
C12orf4	0	0.433444457	0.384820115	0.452278703	0.822638839	0.445080721	0.370275213	0.230579277	0.476592117	0.331773323	0.122239026	0.219368508	0.196052888	0.200235458	0	0.327484476	0.127521803	0.335066981
RAD51AP1	0.276325769	0.644856911	0.595612745	1.274670802	0.276985105	0.226228231	0.126826805	0.093707698	0.218596	0.107820219	0.12072985	0.65451701	0.127818892	0.383266854	0.059075582	0.493507587	0.503570498	1.33023276
DYRK4	0.73631987	1.628244778	0.976253953	1.096605768	1.195976596	1.814498647	0.482324374	1.082846411	1.723162724	0.531715133	0.491078199	0.643858806	0.322776224	0.186712969	0.254483546	1.381107761	0.314714054	1.184716083
NDUFA9	2.346031232	3.333826928	3.248222547	3.327258187	3.60046324	3.304812024	1.753367639	2.664233676	3.475094911	1.880069405	1.801951081	1.787527069	0.87667205	1.528677432	0.72336365	3.427702177	1.682074603	3.233104025
CD9	9.336260548	9.101163423	6.452466911	6.752994258	5.741160742	6.759646347	3.401232483	4.928265893	5.580686803	1.193498112	1.805505215	1.398328332	0.886074943	1.359760677	0.675947278	3.868356972	1.287029228	0.494586667
TNFRSF1A	0.531304894	3.915138117	3.20715693	2.49859163	2.658402868	4.56172245	1.415145665	3.60535464	4.058267239	2.3368353	1.406848241	1.992638524	1.966221657	1.152238203	0.496346983	0.166152801	0.343643722	0.252819967
SCNN1A	0.833988798	3.366155056	2.9220001	1.220798597	2.279334169	0.719551435	0.517031282	0.180246995	0.009490744	0.010410326	0.313949119	0.137265986	0.048448743	0.309993209	0.189344213	0.496408575	0.398030466	0.47354386
LTBR	0.835691335	2.045649629	2.327536899	0.997034846	1.642655103	1.284734018	0.33120065	0.890736432	1.284223895	0.676521473	0.47940142	0.487171448	0.402346969	0.763268194	0.204818851	0.04527688	0.123711559	0.180131844
CD27-AS1	0.867992388	2.152154989	2.283190661	1.597785095	1.242194265	1.185762812	0.463549755	0.778954453	1.039680866	0.30256837	0.206087937	0.14534321	0.218388864	0.430271851	0.41582381	0.550223097	0.203627348	0.252819967
CD27	0	0.13583264	0.010574356	0.027876998	0.11248035	0.022273081	0	0.024921032	0.115688529	0.200365593	0.034125277	0	0.00536247	0	0	3.374536833	1.317037578	0.121172671
TAPBPL	0.479859247	2.134137399	1.090899946	0.768135954	0.780632341	1.727048297	0.243394834	1.373059614	1.595031879	0.610682916	0.519533583	0.633888547	0.393905284	0.873950488	0.808331467	3.269338471	1.135480017	0.821558613
VAMP1	0	0.399512382	0.103225443	0.172830107	0.074785892	0.047470904	0	0.062848812	0.078847259	0.02096338	0	0.031069797	0.006603425	0	0.119279225	0.272031356	0.120840411	0
MRPL51	6.012416118	6.054558667	5.842120731	5.440378623	4.644275423	5.109949197	4.120123891	5.048080086	5.170947849	3.562507264	2.908602568	3.324105599	2.498218854	2.221058199	3.215151372	3.940072881	3.016341025	4.093705842
NCAPD2	0	1.218923598	0.600292525	0.249575599	0.356234624	0.588756521	0	0.152436617	0.399614384	0.055233827	0.03272781	0.244615933	0.045551081	0	0.057800291	0.267842019	0.277148956	0.634526736
GAPDH	10.20294404	9.848082871	8.305298612	9.044722489	8.603237396	9.046618054	9.493420276	8.639736393	8.529099603	7.915972592	7.787816172	8.270687542	7.607308589	6.840971866	7.364618958	7.81821275	7.888681449	7.738796653
RP5-940J5.9	0	0.407941331	1.034176532	0.085754873	1.12579948	1.430956375	0.355828272	0.156171908	0.301941056	0.215678203	0.409549028	0.209178487	0.073984481	0.377278507	0	0.589973714	0.21834104	0.583446989
IFFO1	0.351337282	0.04517385	0.077182757	0.15033091	0.071866452	0.438462013	0.078082382	0.483670653	0.551468965	0.207593637	0.109395189	0.218937485	0.197336102	0	0.23615218	0.136489074	0.169837961	0
NOP2	0	1.175267084	0.607160762	0.589263407	1.08230001	0.805231515	0.287956774	0.36160843	0.878007638	0.246927779	0.030708332	0.243086175	0.07113607	0	0.239178645	0.276440479	0.071409087	1.15611833
CHD4	0.564325867	2.264863665	1.887084137	0.926059902	1.189430312	1.264276866	0.255468848	0.887458933	1.325295738	0.686578025	0.636304937	0.673649523	0.379017453	0.243482151	0.360964317	0.474015773	0.690474052	1.393864098
LPAR5	0	0	0.19146131	0.052381364	0.102698902	0.65592142	0.093255476	0.263335673	0.66597382	0.19618041	0.109942553	0.150459511	0.074147637	0.201283899	0	0.011450711	0.058140379	0.140733305
ACRBP	0	0	0.030446141	0.111441727	0.072288968	0.028802262	0	0.031941636	0.081777573	0.121263097	0	0.185462243	0.088910108	0	0	0	0	0.140733305
ING4	0.52834135	1.972668349	1.605830696	1.1994914	1.364966512	1.096151924	0.371672993	0.581914154	0.857025455	0.353095783	0	0.37993518	0.196431607	0.161583327	0.552155938	0.458179847	1.025667174	0.195209919
ZNF384	0	0.783427999	0.58313445	0.322083603	0.485207381	0.387353492	0.090993017	0.157258489	0.333329741	0.137583961	0.074422398	0.137994237	0.052593289	0.396366276	0.242328691	0.242648593	0.21930235	0
COPS7A	1.606981165	2.610203006	2.109450428	1.806905132	1.84836577	2.74065895	1.468576198	1.640891333	2.327474578	0.935176158	0.684047406	0.867981641	0.467083754	0.446506981	0.524493101	0.511225428	0.410117892	1.578180369
MLF2	5.140778018	5.710313297	5.302275917	4.342521299	4.911200472	5.273660456	4.645028711	4.725634497	5.049858057	2.308869121	2.070525452	1.5771143	1.662557078	2.226224807	1.785084582	2.768685517	1.496351192	3.523007241
PTMS	4.871826096	4.761069764	4.213909863	3.428539728	3.800876726	4.794053829	3.632333635	3.855163902	4.689098867	1.039902031	0.947772906	1.304965239	1.291976459	2.51663702	2.959669566	0.592404385	0.366498686	1.800376973
CD4	0.290650589	0.070243766	0.080158733	0.218922114	0.035971056	0	0	0.138901469	0.379222528	1.377298672	1.372052497	2.102834991	1.746719013	1.19714479	0.371131593	0.041654665	0.10452849	0
GPR162	0	0	0.419150657	0.266548721	0.350432992	0	0	0.031980686	0.098060738	0.159729369	0.035993336	0.120566399	0.076567758	0.373455807	0	0	0	0
CDCA3	1.272119156	1.264160787	0.525852511	0.848271783	0.200183661	0.979319405	0.889739914	0.158367026	0.548012902	0.050286937	0	0.709699711	0.016340072	0.364770323	0.072281309	1.033816313	0.799755133	2.470536166
USP5	0.468480739	1.61216239	1.10092205	0.621860497	1.101148787	0.93481799	0.540139836	0.421974851	0.86176901	0.313329836	0.13855822	0.314261299	0.122390777	0	0.254154007	0.357093607	0.142142214	0.410155777
TPI1	8.620050434	7.908129955	6.978538601	7.067414404	6.224704091	7.398355181	7.658965831	7.154246234	7.272758407	6.559472791	6.465760943	6.599786254	5.878777188	5.636159478	5.995963597	5.685741061	5.425942097	6.193325399
SPSB2	0	2.066620465	0.789140049	0.657626279	0.598809785	0.302003932	0.098180605	0.195371562	0.321252679	0.114878927	0.105669276	0.190137354	0.064711027	0	0.452447906	0.304352295	0.379162008	0.05809799
LRRC23	0.275253042	1.166676261	0.752130045	0.799552968	0.52617887	0.553627603	0	0.33780823	0.441454744	0.107328352	0.07104896	0.230964249	0.11066751	0.190565538	0.065556469	0.113169818	0.140142078	0.099012204
ENO2	0.949889168	1.313670234	0.472559327	0.646301609	0.758228994	0.761921051	0.202942233	0.246765354	0.230249037	0.042570047	0.034166924	0.115651173	0.047739069	0	0.119894463	0.108677578	0.046508253	0.279951478
ATN1	0.857595123	2.148181071	1.48202272	0.421148029	0.848809711	0.671856694	0.052104862	0.402263048	0.608269801	0.091823467	0.098166606	0.092010535	0.098942215	0	0.121284705	0.086585635	0.075826392	0.100201476
